2020-12-14 11:04:28 DEBUG logging:38 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2020-12-14 11:04:29 DEBUG HibernatePersistenceProvider:88 - Located and parsed 1 persistence units; checking each
2020-12-14 11:04:29 DEBUG HibernatePersistenceProvider:96 - Checking persistence-unit [name=SurveyBuilder, explicit-provider=org.hibernate.ejb.HibernatePersistence] against incoming persistence unit name [SurveyBuilder]
2020-12-14 11:04:29 DEBUG ProviderChecker:86 - Persistence-unit [SurveyBuilder] requested PersistenceProvider [org.hibernate.ejb.HibernatePersistence]
2020-12-14 11:04:29 WARN  ProviderChecker:58 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
2020-12-14 11:04:29 DEBUG LogHelper:102 - PersistenceUnitInfo [
	name: SurveyBuilder
	persistence provider classname: org.hibernate.ejb.HibernatePersistence
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/Siddharth/Desktop/SurveyBuilderDemo/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.sbEntity.Survey
		com.sbEntity.Question
		com.sbEntity.Surveyor
		com.sbEntity.Respondent]
	Mapping files names []
	Properties [
		hibernate.connection.username: postgres
		hibernate.connection.password: Sid@1998
		hibernate.dialect: org.hibernate.dialect.PostgreSQLDialect
		hibernate.connection.url: jdbc:postgresql://localhost:5432/surveybuilder
		hibernate.connection.driver_class: org.postgresql.Driver
		hibernate.hbm2ddl.auto: update]
2020-12-14 11:04:29 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2020-12-14 11:04:29 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2020-12-14 11:04:29 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2020-12-14 11:04:29 INFO  Version:46 - HHH000412: Hibernate Core {5.4.1.Final}
2020-12-14 11:04:29 DEBUG Environment:199 - HHH000206: hibernate.properties not found
2020-12-14 11:04:29 DEBUG ServiceBinding:68 - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
2020-12-14 11:04:29 DEBUG RegionFactoryInitiator:118 - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
2020-12-14 11:04:29 DEBUG RegionFactoryInitiator:49 - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
2020-12-14 11:04:29 INFO  Version:49 - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.respondent.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : s.respondent.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.status
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.surveyor
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:6> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1ce93c18]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.surveyor.emailId
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.surveyor.name
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.surveyor.password
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.surveyor.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : s.surveyor.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : s.title
2020-12-14 11:04:34 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-14 11:04:34 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2020-12-14 11:04:34 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.sbEntity.Question)
    - Returns
       - EntityReturnImpl(entity=com.sbEntity.Question, querySpaceUid=<gen:0>, path=com.sbEntity.Question)
          - CollectionAttributeFetchImpl(collection=com.sbEntity.Question.answers, querySpaceUid=<gen:1>, path=com.sbEntity.Question.answers)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.sbEntity.Answer, querySpaceUid=<gen:2>, path=com.sbEntity.Question.answers.<elements>)
          - EntityAttributeFetchImpl(entity=com.sbEntity.Survey, querySpaceUid=<gen:3>, path=com.sbEntity.Question.s)
             - CollectionAttributeFetchImpl(collection=com.sbEntity.Survey.respondent, querySpaceUid=<gen:4>, path=com.sbEntity.Question.s.respondent)
                - (collection element) CollectionFetchableElementEntityGraph(entity=com.sbEntity.Respondent, querySpaceUid=<gen:5>, path=com.sbEntity.Question.s.respondent.<elements>)
             - EntityAttributeFetchImpl(entity=com.sbEntity.Surveyor, querySpaceUid=<gen:6>, path=com.sbEntity.Question.s.surveyor)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.sbEntity.Question)
          - SQL table alias mapping - question0_
          - alias suffix - 0_
          - suffixed key columns - {Qid1_1_0_}
          - JOIN (JoinDefinedByMetadata(s)) : <gen:0> -> <gen:3>
             - EntityQuerySpaceImpl(uid=<gen:3>, entity=com.sbEntity.Survey)
                - SQL table alias mapping - survey1_
                - alias suffix - 1_
                - suffixed key columns - {sId1_3_1_}
                - JOIN (JoinDefinedByMetadata(respondent)) : <gen:3> -> <gen:4>
                   - CollectionQuerySpaceImpl(uid=<gen:4>, collection=com.sbEntity.Survey.respondent)
                      - SQL table alias mapping - respondent2_
                      - alias suffix - 2_
                      - suffixed key columns - {sId1_4_2_}
                      - entity-element alias suffix - 3_
                      - 3_entity-element suffixed key columns - responde1_2_3_
                      - JOIN (JoinDefinedByMetadata(elements)) : <gen:4> -> <gen:5>
                         - EntityQuerySpaceImpl(uid=<gen:5>, entity=com.sbEntity.Respondent)
                            - SQL table alias mapping - respondent3_
                            - alias suffix - 3_
                            - suffixed key columns - {responde1_2_3_}
                - JOIN (JoinDefinedByMetadata(surveyor)) : <gen:3> -> <gen:6>
                   - EntityQuerySpaceImpl(uid=<gen:6>, entity=com.sbEntity.Surveyor)
                      - SQL table alias mapping - surveyor4_
                      - alias suffix - 4_
                      - suffixed key columns - {Surveyor1_5_4_}

2020-12-14 11:04:34 DEBUG EntityLoader:137 - Static select for entity com.sbEntity.Question [READ]: select question0_.Qid as Qid1_1_0_, question0_.option1 as option2_1_0_, question0_.option2 as option3_1_0_, question0_.option3 as option4_1_0_, question0_.option4 as option5_1_0_, question0_.question as question6_1_0_, question0_.SurveyId as SurveyId7_1_0_, survey1_.sId as sId1_3_1_, survey1_.dueDate as dueDate2_3_1_, survey1_.feedback as feedback3_3_1_, survey1_.status as status4_3_1_, survey1_.SurveyorId as Surveyor6_3_1_, survey1_.title as title5_3_1_, respondent2_.sId as sId1_4_2_, respondent3_.respondentId as responde2_4_2_, respondent3_.respondentId as responde1_2_3_, respondent3_.emailId as emailId2_2_3_, respondent3_.name as name3_2_3_, respondent3_.password as password4_2_3_, surveyor4_.SurveyorId as Surveyor1_5_4_, surveyor4_.emailId as emailId2_5_4_, surveyor4_.name as name3_5_4_, surveyor4_.password as password4_5_4_ from question question0_ left outer join survey survey1_ on question0_.SurveyId=survey1_.sId left outer join Survey_Respondent respondent2_ on survey1_.sId=respondent2_.sId left outer join Respondent respondent3_ on respondent2_.respondentId=respondent3_.respondentId left outer join Surveyor surveyor4_ on survey1_.SurveyorId=surveyor4_.SurveyorId where question0_.Qid=?
2020-12-14 11:04:34 DEBUG Loader:38 - Static select for action ACTION_MERGE on entity com.sbEntity.Question: select question0_.Qid as Qid1_1_3_, question0_.option1 as option2_1_3_, question0_.option2 as option3_1_3_, question0_.option3 as option4_1_3_, question0_.option4 as option5_1_3_, question0_.question as question6_1_3_, question0_.SurveyId as SurveyId7_1_3_, answers1_.QueId as QueId3_0_5_, answers1_.aid as aid1_0_5_, answers1_.aid as aid1_0_0_, answers1_.ans as ans2_0_0_, answers1_.QueId as QueId3_0_0_, survey2_.sId as sId1_3_1_, survey2_.dueDate as dueDate2_3_1_, survey2_.feedback as feedback3_3_1_, survey2_.status as status4_3_1_, survey2_.SurveyorId as Surveyor6_3_1_, survey2_.title as title5_3_1_, surveyor3_.SurveyorId as Surveyor1_5_2_, surveyor3_.emailId as emailId2_5_2_, surveyor3_.name as name3_5_2_, surveyor3_.password as password4_5_2_ from question question0_ left outer join Answer answers1_ on question0_.Qid=answers1_.QueId left outer join survey survey2_ on question0_.SurveyId=survey2_.sId left outer join Surveyor surveyor3_ on survey2_.SurveyorId=surveyor3_.SurveyorId where question0_.Qid=?
2020-12-14 11:04:34 DEBUG Loader:38 - Static select for action ACTION_REFRESH on entity com.sbEntity.Question: select question0_.Qid as Qid1_1_3_, question0_.option1 as option2_1_3_, question0_.option2 as option3_1_3_, question0_.option3 as option4_1_3_, question0_.option4 as option5_1_3_, question0_.question as question6_1_3_, question0_.SurveyId as SurveyId7_1_3_, answers1_.QueId as QueId3_0_5_, answers1_.aid as aid1_0_5_, answers1_.aid as aid1_0_0_, answers1_.ans as ans2_0_0_, answers1_.QueId as QueId3_0_0_, survey2_.sId as sId1_3_1_, survey2_.dueDate as dueDate2_3_1_, survey2_.feedback as feedback3_3_1_, survey2_.status as status4_3_1_, survey2_.SurveyorId as Surveyor6_3_1_, survey2_.title as title5_3_1_, surveyor3_.SurveyorId as Surveyor1_5_2_, surveyor3_.emailId as emailId2_5_2_, surveyor3_.name as name3_5_2_, surveyor3_.password as password4_5_2_ from question question0_ left outer join Answer answers1_ on question0_.Qid=answers1_.QueId left outer join survey survey2_ on question0_.SurveyId=survey2_.sId left outer join Surveyor surveyor3_ on survey2_.SurveyorId=surveyor3_.SurveyorId where question0_.Qid=?
2020-12-14 11:04:34 DEBUG AbstractEntityPersister:3784 - Static SQL for entity: com.sbEntity.Answer
2020-12-14 11:04:34 DEBUG AbstractEntityPersister:3789 -  Version select: select aid from Answer where aid =?
2020-12-14 11:04:34 DEBUG AbstractEntityPersister:3792 -  Snapshot select: select answer_.aid, answer_.ans as ans2_0_, answer_.QueId as QueId3_0_ from Answer answer_ where answer_.aid=?
2020-12-14 11:04:34 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into Answer (ans, QueId, aid) values (?, ?, ?)
2020-12-14 11:04:34 DEBUG AbstractEntityPersister:394 -  Update 0: update Answer set ans=?, QueId=? where aid=?
2020-12-14 11:04:34 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from Answer where aid=?
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5b56b654]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : ans
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@534243e4]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.answers
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.answers
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option1
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option2
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option3
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option4
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.question
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@470a9030]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.dueDate
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.feedback
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.questions
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.s.questions
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@27494e46]
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@d59970a]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.emailId
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.name
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.password
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.s.respondent.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.status
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:5> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3e6fd0b9]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.emailId
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.name
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.password
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.s.surveyor.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.title
2020-12-14 11:04:34 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-14 11:04:34 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2020-12-14 11:04:34 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.sbEntity.Answer)
    - Returns
       - EntityReturnImpl(entity=com.sbEntity.Answer, querySpaceUid=<gen:0>, path=com.sbEntity.Answer)
          - EntityAttributeFetchImpl(entity=com.sbEntity.Question, querySpaceUid=<gen:1>, path=com.sbEntity.Answer.que)
             - EntityAttributeFetchImpl(entity=com.sbEntity.Survey, querySpaceUid=<gen:2>, path=com.sbEntity.Answer.que.s)
                - CollectionAttributeFetchImpl(collection=com.sbEntity.Survey.respondent, querySpaceUid=<gen:3>, path=com.sbEntity.Answer.que.s.respondent)
                   - (collection element) CollectionFetchableElementEntityGraph(entity=com.sbEntity.Respondent, querySpaceUid=<gen:4>, path=com.sbEntity.Answer.que.s.respondent.<elements>)
                - EntityAttributeFetchImpl(entity=com.sbEntity.Surveyor, querySpaceUid=<gen:5>, path=com.sbEntity.Answer.que.s.surveyor)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.sbEntity.Answer)
          - SQL table alias mapping - answer0_
          - alias suffix - 0_
          - suffixed key columns - {aid1_0_0_}
          - JOIN (JoinDefinedByMetadata(que)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.sbEntity.Question)
                - SQL table alias mapping - question1_
                - alias suffix - 1_
                - suffixed key columns - {Qid1_1_1_}
                - JOIN (JoinDefinedByMetadata(s)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.sbEntity.Survey)
                      - SQL table alias mapping - survey2_
                      - alias suffix - 2_
                      - suffixed key columns - {sId1_3_2_}
                      - JOIN (JoinDefinedByMetadata(respondent)) : <gen:2> -> <gen:3>
                         - CollectionQuerySpaceImpl(uid=<gen:3>, collection=com.sbEntity.Survey.respondent)
                            - SQL table alias mapping - respondent3_
                            - alias suffix - 3_
                            - suffixed key columns - {sId1_4_3_}
                            - entity-element alias suffix - 4_
                            - 4_entity-element suffixed key columns - responde1_2_4_
                            - JOIN (JoinDefinedByMetadata(elements)) : <gen:3> -> <gen:4>
                               - EntityQuerySpaceImpl(uid=<gen:4>, entity=com.sbEntity.Respondent)
                                  - SQL table alias mapping - respondent4_
                                  - alias suffix - 4_
                                  - suffixed key columns - {responde1_2_4_}
                      - JOIN (JoinDefinedByMetadata(surveyor)) : <gen:2> -> <gen:5>
                         - EntityQuerySpaceImpl(uid=<gen:5>, entity=com.sbEntity.Surveyor)
                            - SQL table alias mapping - surveyor5_
                            - alias suffix - 5_
                            - suffixed key columns - {Surveyor1_5_5_}

2020-12-14 11:04:34 DEBUG EntityLoader:137 - Static select for entity com.sbEntity.Answer [NONE]: select answer0_.aid as aid1_0_0_, answer0_.ans as ans2_0_0_, answer0_.QueId as QueId3_0_0_, question1_.Qid as Qid1_1_1_, question1_.option1 as option2_1_1_, question1_.option2 as option3_1_1_, question1_.option3 as option4_1_1_, question1_.option4 as option5_1_1_, question1_.question as question6_1_1_, question1_.SurveyId as SurveyId7_1_1_, survey2_.sId as sId1_3_2_, survey2_.dueDate as dueDate2_3_2_, survey2_.feedback as feedback3_3_2_, survey2_.status as status4_3_2_, survey2_.SurveyorId as Surveyor6_3_2_, survey2_.title as title5_3_2_, respondent3_.sId as sId1_4_3_, respondent4_.respondentId as responde2_4_3_, respondent4_.respondentId as responde1_2_4_, respondent4_.emailId as emailId2_2_4_, respondent4_.name as name3_2_4_, respondent4_.password as password4_2_4_, surveyor5_.SurveyorId as Surveyor1_5_5_, surveyor5_.emailId as emailId2_5_5_, surveyor5_.name as name3_5_5_, surveyor5_.password as password4_5_5_ from Answer answer0_ left outer join question question1_ on answer0_.QueId=question1_.Qid left outer join survey survey2_ on question1_.SurveyId=survey2_.sId left outer join Survey_Respondent respondent3_ on survey2_.sId=respondent3_.sId left outer join Respondent respondent4_ on respondent3_.respondentId=respondent4_.respondentId left outer join Surveyor surveyor5_ on survey2_.SurveyorId=surveyor5_.SurveyorId where answer0_.aid=?
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@697446d4]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : ans
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@36074e47]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.answers
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.answers
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option1
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option2
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option3
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.option4
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.question
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7dcc91fd]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.dueDate
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.feedback
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.questions
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.s.questions
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@6a9287b1]
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@75504cef]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.emailId
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.name
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.password
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.respondent.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.s.respondent.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.status
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor
2020-12-14 11:04:34 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:5> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@28c88600]
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.emailId
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.name
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.password
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.surveyor.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:154 - Property path deemed to be circular : que.s.surveyor.surveys
2020-12-14 11:04:34 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : que.s.title
2020-12-14 11:04:34 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2020-12-14 11:04:34 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2020-12-14 11:04:34 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=com.sbEntity.Answer)
    - Returns
       - EntityReturnImpl(entity=com.sbEntity.Answer, querySpaceUid=<gen:0>, path=com.sbEntity.Answer)
          - EntityAttributeFetchImpl(entity=com.sbEntity.Question, querySpaceUid=<gen:1>, path=com.sbEntity.Answer.que)
             - EntityAttributeFetchImpl(entity=com.sbEntity.Survey, querySpaceUid=<gen:2>, path=com.sbEntity.Answer.que.s)
                - CollectionAttributeFetchImpl(collection=com.sbEntity.Survey.respondent, querySpaceUid=<gen:3>, path=com.sbEntity.Answer.que.s.respondent)
                   - (collection element) CollectionFetchableElementEntityGraph(entity=com.sbEntity.Respondent, querySpaceUid=<gen:4>, path=com.sbEntity.Answer.que.s.respondent.<elements>)
                - EntityAttributeFetchImpl(entity=com.sbEntity.Surveyor, querySpaceUid=<gen:5>, path=com.sbEntity.Answer.que.s.surveyor)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.sbEntity.Answer)
          - SQL table alias mapping - answer0_
          - alias suffix - 0_
          - suffixed key columns - {aid1_0_0_}
          - JOIN (JoinDefinedByMetadata(que)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.sbEntity.Question)
                - SQL table alias mapping - question1_
                - alias suffix - 1_
                - suffixed key columns - {Qid1_1_1_}
                - JOIN (JoinDefinedByMetadata(s)) : <gen:1> -> <gen:2>
                   - EntityQuerySpaceImpl(uid=<gen:2>, entity=com.sbEntity.Survey)
                      - SQL table alias mapping - survey2_
                      - alias suffix - 2_
                      - suffixed key columns - {sId1_3_2_}
                      - JOIN (JoinDefinedByMetadata(respondent)) : <gen:2> -> <gen:3>
                         - CollectionQuerySpaceImpl(uid=<gen:3>, collection=com.sbEntity.Survey.respondent)
                            - SQL table alias mapping - respondent3_
                            - alias suffix - 3_
                            - suffixed key columns - {sId1_4_3_}
                            - entity-element alias suffix - 4_
                            - 4_entity-element suffixed key columns - responde1_2_4_
                            - JOIN (JoinDefinedByMetadata(elements)) : <gen:3> -> <gen:4>
                               - EntityQuerySpaceImpl(uid=<gen:4>, entity=com.sbEntity.Respondent)
                                  - SQL table alias mapping - respondent4_
                                  - alias suffix - 4_
                                  - suffixed key columns - {responde1_2_4_}
                      - JOIN (JoinDefinedByMetadata(surveyor)) : <gen:2> -> <gen:5>
                         - EntityQuerySpaceImpl(uid=<gen:5>, entity=com.sbEntity.Surveyor)
                            - SQL table alias mapping - surveyor5_
                            - alias suffix - 5_
                            - suffixed key columns - {Surveyor1_5_5_}

2020-12-14 11:04:34 DEBUG EntityLoader:137 - Static select for entity com.sbEntity.Answer [READ]: select answer0_.aid as aid1_0_0_, answer0_.ans as ans2_0_0_, answer0_.QueId as QueId3_0_0_, question1_.Qid as Qid1_1_1_, question1_.option1 as option2_1_1_, question1_.option2 as option3_1_1_, question1_.option3 as option4_1_1_, question1_.option4 as option5_1_1_, question1_.question as question6_1_1_, question1_.SurveyId as SurveyId7_1_1_, survey2_.sId as sId1_3_2_, survey2_.dueDate as dueDate2_3_2_, survey2_.feedback as feedback3_3_2_, survey2_.status as status4_3_2_, survey2_.SurveyorId as Surveyor6_3_2_, survey2_.title as title5_3_2_, respondent3_.sId as sId1_4_3_, respondent4_.respondentId as responde2_4_3_, respondent4_.respondentId as responde1_2_4_, respondent4_.emailId as emailId2_2_4_, respondent4_.name as name3_2_4_, respondent4_.password as password4_2_4_, surveyor5_.SurveyorId as Surveyor1_5_5_, surveyor5_.emailId as emailId2_5_5_, surveyor5_.name as name3_5_5_, surveyor5_.password as password4_5_5_ from Answer answer0_ left outer join question question1_ on answer0_.QueId=question1_.Qid left outer join survey survey2_ on question1_.SurveyId=survey2_.sId left outer join Survey_Respondent respondent3_ on survey2_.sId=respondent3_.sId left outer join Respondent respondent4_ on respondent3_.respondentId=respondent4_.respondentId left outer join Surveyor surveyor5_ on survey2_.SurveyorId=surveyor5_.SurveyorId where answer0_.aid=?
